#PeakID	Chr	Start	End	Strand
64477	groupXIV	8733787	8734187	+
64478	groupXIV	8736800	8737200	+
64479	groupXIV	8737476	8737876	+
64480	groupXIV	8740946	8741346	+
64481	groupXIV	8742127	8742527	+
64482	groupXIV	8742651	8743051	+
64483	groupXIV	8744162	8744562	+
64484	groupXIV	8745876	8746276	+
64485	groupXIV	8747847	8748247	+
64486	groupXIV	8751407	8751807	+
64487	groupXIV	8752400	8752800	+
64488	groupXIV	8752937	8753337	+
64489	groupXIV	8753382	8753782	+
64490	groupXIV	8763832	8764232	+
64491	groupXIV	8764745	8765145	+
64492	groupXIV	8765278	8765678	+
64493	groupXIV	8768649	8769049	+
64494	groupXIV	8771746	8772146	+
64495	groupXIV	8775926	8776326	+
64496	groupXIV	8790600	8791000	+
64497	groupXIV	8811105	8811505	+
64498	groupXIV	8815094	8815494	+
64499	groupXIV	8899030	8899430	+
64500	groupXIV	8901569	8901969	+
64501	groupXIV	8907653	8908053	+
64502	groupXIV	8908171	8908571	+
64503	groupXIV	8911037	8911437	+
64504	groupXIV	8912415	8912815	+
64505	groupXIV	8913686	8914086	+
64506	groupXIV	8922098	8922498	+
64507	groupXIV	8925957	8926357	+
64508	groupXIV	8929455	8929855	+
64509	groupXIV	8930796	8931196	+
64510	groupXIV	8949160	8949560	+
64511	groupXIV	8950818	8951218	+
64512	groupXIV	8952624	8953024	+
64513	groupXIV	8955610	8956010	+
64514	groupXIV	8957829	8958229	+
64515	groupXIV	8960426	8960826	+
64516	groupXIV	8964818	8965218	+
64517	groupXIV	8966038	8966438	+
64518	groupXIV	8969792	8970192	+
64519	groupXIV	8970789	8971189	+
64520	groupXIV	8971589	8971989	+
64521	groupXIV	8973070	8973470	+
64522	groupXIV	8978179	8978579	+
64523	groupXIV	8982685	8983085	+
64524	groupXIV	8984949	8985349	+
64525	groupXIV	8992403	8992803	+
64526	groupXIV	8995754	8996154	+
64527	groupXIV	8996724	8997124	+
64528	groupXIV	8999446	8999846	+
64529	groupXIV	9002716	9003116	+
64530	groupXIV	9004068	9004468	+
64531	groupXIV	9007333	9007733	+
64532	groupXIV	9007998	9008398	+
64533	groupXIV	9008867	9009539	+
64534	groupXIV	9009998	9010398	+
64535	groupXIV	9018667	9019067	+
64536	groupXIV	9029196	9029596	+
64537	groupXIV	9029846	9030246	+
64538	groupXIV	9030519	9030919	+
64539	groupXIV	9033681	9034081	+
64540	groupXIV	9035180	9035580	+
64541	groupXIV	9037383	9037783	+
64542	groupXIV	9039461	9039861	+
64543	groupXIV	9040185	9040585	+
64544	groupXIV	9050297	9050992	+
64545	groupXIV	9051021	9051685	+
64546	groupXIV	9052218	9052618	+
64547	groupXIV	9052762	9053162	+
64548	groupXIV	9056404	9056804	+
64549	groupXIV	9062050	9062450	+
64550	groupXIV	9074252	9074652	+
64551	groupXIV	9077601	9078001	+
64552	groupXIV	9078157	9078557	+
64553	groupXIV	9078648	9079048	+
64554	groupXIV	9080485	9080885	+
64555	groupXIV	9083418	9083818	+
64556	groupXIV	9084776	9085176	+
64557	groupXIV	9085754	9086154	+
64558	groupXIV	9089998	9090398	+
64559	groupXIV	9091577	9091977	+
64560	groupXIV	9093812	9094212	+
64561	groupXIV	9095343	9095743	+
64562	groupXIV	9101218	9101618	+
64563	groupXIV	9104237	9104637	+
64564	groupXIV	9108393	9108793	+
64565	groupXIV	9109381	9109781	+
64566	groupXIV	9111242	9111642	+
64567	groupXIV	9111857	9112257	+
64568	groupXIV	9125798	9126198	+
64569	groupXIV	9131187	9131587	+
64570	groupXIV	9131971	9132371	+
64571	groupXIV	9133655	9134055	+
64572	groupXIV	9136196	9136596	+
64573	groupXIV	9138250	9138650	+
64574	groupXIV	9139640	9140040	+
64575	groupXIV	9140726	9141126	+
64576	groupXIV	9142363	9142763	+
64577	groupXIV	9145257	9145657	+
64578	groupXIV	9152381	9152781	+
64579	groupXIV	9153411	9153811	+
64580	groupXIV	9154005	9154405	+
64581	groupXIV	9154988	9155388	+
64582	groupXIV	9160195	9160595	+
64583	groupXIV	9163840	9164240	+
64584	groupXIV	9164441	9164841	+
64585	groupXIV	9165371	9165771	+
64586	groupXIV	9168481	9168881	+
64587	groupXIV	9186417	9186817	+
64588	groupXIV	9204181	9204581	+
64589	groupXIV	9206381	9206781	+
64590	groupXIV	9220102	9220502	+
64591	groupXIV	9221970	9222370	+
64592	groupXIV	9223958	9224358	+
64593	groupXIV	9229190	9229590	+
64594	groupXIV	9231512	9231912	+
64595	groupXIV	9233561	9233961	+
64596	groupXIV	9234591	9234991	+
64597	groupXIV	9236715	9237115	+
64598	groupXIV	9238000	9238400	+
64599	groupXIV	9239275	9239675	+
64600	groupXIV	9240203	9240603	+
64601	groupXIV	9241090	9241490	+
64602	groupXIV	9241886	9242286	+
64603	groupXIV	9244406	9244806	+
64604	groupXIV	9246678	9247078	+
64605	groupXIV	9258003	9258403	+
64606	groupXIV	9258952	9259352	+
64607	groupXIV	9267517	9267917	+
64608	groupXIV	9268940	9269340	+
64609	groupXIV	9274197	9274597	+
64610	groupXIV	9278896	9279296	+
64611	groupXIV	9279968	9280368	+
64612	groupXIV	9280935	9281335	+
64613	groupXIV	9282202	9282602	+
64614	groupXIV	9283264	9283664	+
64615	groupXIV	9284666	9285066	+
64616	groupXIV	9286067	9286467	+
64617	groupXIV	9287736	9288136	+
64618	groupXIV	9290061	9290461	+
64619	groupXIV	9291556	9291956	+
64620	groupXIV	9293373	9293773	+
64621	groupXIV	9294444	9294844	+
64622	groupXIV	9295077	9295477	+
64623	groupXIV	9296760	9297160	+
64624	groupXIV	9297337	9297737	+
64625	groupXIV	9299180	9299580	+
64626	groupXIV	9302447	9302847	+
64627	groupXIV	9306206	9306606	+
64628	groupXIV	9311992	9312392	+
64629	groupXIV	9314552	9314952	+
64630	groupXIV	9320058	9320458	+
64631	groupXIV	9321766	9322166	+
64632	groupXIV	9322611	9323011	+
64633	groupXIV	9324055	9324455	+
64634	groupXIV	9326037	9326437	+
64635	groupXIV	9326885	9327285	+
64636	groupXIV	9328585	9328985	+
64637	groupXIV	9329388	9329788	+
64638	groupXIV	9330620	9331020	+
64639	groupXIV	9339144	9339544	+
64640	groupXIV	9343329	9343729	+
64641	groupXIV	9351754	9352154	+
64642	groupXIV	9352880	9353280	+
64643	groupXIV	9354377	9354777	+
64644	groupXIV	9356074	9356474	+
64645	groupXIV	9363978	9364378	+
64646	groupXIV	9364888	9365288	+
64647	groupXIV	9366588	9366988	+
64648	groupXIV	9367326	9367726	+
64649	groupXIV	9369788	9370188	+
64650	groupXIV	9371148	9371548	+
64651	groupXIV	9371557	9371957	+
64652	groupXIV	9373685	9374085	+
64653	groupXIV	9376185	9376585	+
64654	groupXIV	9378013	9378413	+
64655	groupXIV	9379456	9379856	+
64656	groupXIV	9381660	9382060	+
64657	groupXIV	9386793	9387193	+
64658	groupXIV	9387770	9388170	+
64659	groupXIV	9389030	9389430	+
64660	groupXIV	9389848	9390248	+
64661	groupXIV	9392983	9393383	+
64662	groupXIV	9395079	9395479	+
64663	groupXIV	9397907	9398307	+
64664	groupXIV	9399036	9399436	+
64665	groupXIV	9401681	9402081	+
64666	groupXIV	9406029	9406429	+
64667	groupXIV	9407631	9408031	+
64668	groupXIV	9408547	9408947	+
64669	groupXIV	9416247	9416647	+
64670	groupXIV	9445261	9445661	+
64671	groupXIV	9489583	9489983	+
64672	groupXIV	9511673	9512073	+
64673	groupXIV	9514165	9514565	+
64674	groupXIV	9515022	9515422	+
64675	groupXIV	9515668	9516068	+
64676	groupXIV	9517080	9517480	+
64677	groupXIV	9524757	9525157	+
64678	groupXIV	9527785	9528185	+
64679	groupXIV	9542192	9542592	+
64680	groupXIV	9547327	9547727	+
64681	groupXIV	9555140	9555540	+
64682	groupXIV	9559045	9559445	+
64683	groupXIV	9559625	9560025	+
64684	groupXIV	9564073	9564473	+
64685	groupXIV	9567712	9568112	+
64686	groupXIV	9571635	9572035	+
64687	groupXIV	9579685	9580085	+
64688	groupXIV	9585720	9586120	+
64689	groupXIV	9590611	9591011	+
64690	groupXIV	9600712	9601112	+
64691	groupXIV	9605543	9605943	+
64692	groupXIV	9609582	9609982	+
64693	groupXIV	9610119	9610519	+
64694	groupXIV	9611223	9611623	+
64695	groupXIV	9611714	9612114	+
64696	groupXIV	9616285	9616685	+
64697	groupXIV	9618203	9618603	+
64698	groupXIV	9619361	9619761	+
64699	groupXIV	9620917	9621317	+
64700	groupXIV	9622669	9623069	+
64701	groupXIV	9623305	9623705	+
64702	groupXIV	9624306	9624706	+
64703	groupXIV	9631897	9632297	+
64704	groupXIV	9632516	9632916	+
64705	groupXIV	9632997	9633397	+
64706	groupXIV	9636340	9636740	+
64707	groupXIV	9637314	9637714	+
64708	groupXIV	9715857	9716257	+
64709	groupXIV	9716356	9716756	+
64710	groupXIV	9717014	9717414	+
64711	groupXIV	9720277	9720677	+
64712	groupXIV	9724734	9725134	+
64713	groupXIV	9727911	9728311	+
64714	groupXIV	9729505	9729905	+
64715	groupXIV	9739227	9739627	+
64716	groupXIV	9740185	9740585	+
64717	groupXIV	9742676	9743076	+
64718	groupXIV	9743911	9744311	+
64719	groupXIV	9745256	9745656	+
64720	groupXIV	9746676	9747076	+
64721	groupXIV	9750064	9750464	+
64722	groupXIV	9759487	9759887	+
64723	groupXIV	9764088	9764488	+
64724	groupXIV	9764589	9764989	+
64725	groupXIV	9793319	9793719	+
64726	groupXIV	9795009	9795409	+
64727	groupXIV	9808673	9809073	+
64728	groupXIV	9917112	9917512	+
64729	groupXIV	9918240	9918640	+
64730	groupXIV	9918737	9919137	+
64731	groupXIV	9924863	9925263	+
64732	groupXIV	9928223	9928623	+
64733	groupXIV	9929741	9930141	+
64734	groupXIV	9933163	9933563	+
64735	groupXIV	9936844	9937244	+
64736	groupXIV	9956017	9956417	+
64737	groupXIV	9969517	9969917	+
64738	groupXIV	9970250	9970650	+
64739	groupXIV	9974810	9975210	+
64740	groupXIV	9975386	9975786	+
64741	groupXIV	10001069	10001469	+
64742	groupXIV	10004104	10004504	+
64743	groupXIV	10030348	10030748	+
64744	groupXIV	10033393	10033793	+
64745	groupXIV	10033951	10034351	+
64746	groupXIV	10036767	10037167	+
64747	groupXIV	10040934	10041334	+
64748	groupXIV	10041691	10042091	+
64749	groupXIV	10045798	10046198	+
64750	groupXIV	10050296	10050696	+
64751	groupXIV	10053373	10053773	+
64752	groupXIV	10059133	10059533	+
64753	groupXIV	10062715	10063115	+
64754	groupXIV	10065128	10065528	+
64755	groupXIV	10066783	10067183	+
64756	groupXIV	10072796	10073196	+
64757	groupXIV	10073439	10073839	+
64758	groupXIV	10077224	10077624	+
64759	groupXIV	10089785	10090185	+
64760	groupXIV	10092285	10092685	+
64761	groupXIV	10098767	10099167	+
64762	groupXIV	10102123	10102523	+
64763	groupXIV	10115144	10115544	+
64764	groupXIV	10130474	10130874	+
64765	groupXIV	10130974	10131374	+
64766	groupXIV	10132145	10132545	+
64767	groupXIV	10136601	10137001	+
64768	groupXIV	10139426	10139826	+
64769	groupXIV	10140421	10140821	+
64770	groupXIV	10140974	10141374	+
64771	groupXIV	10142088	10142488	+
64772	groupXIV	10143338	10143738	+
64773	groupXIV	10148654	10149054	+
64774	groupXIV	10169163	10169563	+
64775	groupXIV	10178774	10179174	+
64776	groupXIV	10179392	10179792	+
64777	groupXIV	10186925	10187325	+
64778	groupXIV	10187705	10188105	+
64779	groupXIV	10193336	10193736	+
64780	groupXIV	10202562	10202962	+
64781	groupXIV	10203645	10204045	+
64782	groupXIV	10211387	10211787	+
64783	groupXIV	10223823	10224223	+
64784	groupXIV	10224396	10224796	+
64785	groupXIV	10229935	10230335	+
64786	groupXIV	10231172	10231572	+
64787	groupXIV	10232079	10232479	+
64788	groupXIV	10232875	10233275	+
64789	groupXIV	10233367	10233767	+
64790	groupXIV	10250325	10250725	+
64791	groupXIV	10250763	10251163	+
64792	groupXIV	10251422	10251822	+
64793	groupXIV	10252787	10253187	+
64794	groupXIV	10255497	10255897	+
64795	groupXIV	10257421	10257821	+
64796	groupXIV	10258484	10258884	+
64797	groupXIV	10265190	10265590	+
64798	groupXIV	10267238	10267638	+
64799	groupXIV	10268345	10268745	+
64800	groupXIV	10275182	10275582	+
64801	groupXIV	10278148	10278548	+
64802	groupXIV	10281039	10281439	+
64803	groupXIV	10282529	10282929	+
64804	groupXIV	10306928	10307328	+
64805	groupXIV	10320969	10321369	+
64806	groupXIV	10332609	10333009	+
64807	groupXIV	10357068	10357468	+
64808	groupXIV	10358053	10358453	+
64809	groupXIV	10360388	10360788	+
64810	groupXIV	10362054	10362454	+
64811	groupXIV	10364418	10364818	+
64812	groupXIV	10366772	10367172	+
64813	groupXIV	10374535	10374935	+
64814	groupXIV	10388310	10388710	+
64815	groupXIV	10390987	10391387	+
64816	groupXIV	10391390	10391790	+
64817	groupXIV	10394427	10394827	+
64818	groupXIV	10402294	10402694	+
64819	groupXIV	10406245	10406645	+
64820	groupXIV	10408764	10409164	+
64821	groupXIV	10410079	10410479	+
64822	groupXIV	10410795	10411195	+
64823	groupXIV	10411887	10412287	+
64824	groupXIV	10413934	10414334	+
64825	groupXIV	10414520	10414920	+
64826	groupXIV	10415070	10415470	+
64827	groupXIV	10417166	10417566	+
64828	groupXIV	10422448	10422848	+
64829	groupXIV	10423833	10424233	+
64830	groupXIV	10429925	10430325	+
64831	groupXIV	10431204	10431604	+
64832	groupXIV	10437264	10437664	+
64833	groupXIV	10438163	10438563	+
64834	groupXIV	10454605	10455005	+
64835	groupXIV	10469058	10469458	+
64836	groupXIV	10469958	10470358	+
64837	groupXIV	10471954	10472354	+
64838	groupXIV	10472913	10473313	+
64839	groupXIV	10477078	10477478	+
64840	groupXIV	10478209	10478609	+
64841	groupXIV	10478757	10479157	+
64842	groupXIV	10479812	10480212	+
64843	groupXIV	10486789	10487189	+
64844	groupXIV	10487723	10488123	+
64845	groupXIV	10489062	10489462	+
64846	groupXIV	10490250	10490650	+
64847	groupXIV	10493565	10493965	+
64848	groupXIV	10494188	10494588	+
64849	groupXIV	10495792	10496192	+
64850	groupXIV	10497629	10498029	+
64851	groupXIV	10499287	10499687	+
64852	groupXIV	10501165	10501565	+
64853	groupXIV	10502235	10502635	+
64854	groupXIV	10504138	10504538	+
64855	groupXIV	10504637	10505037	+
64856	groupXIV	10506817	10507217	+
64857	groupXIV	10509700	10510100	+
64858	groupXIV	10511401	10511801	+
64859	groupXIV	10512056	10512456	+
64860	groupXIV	10515934	10516334	+
64861	groupXIV	10516649	10517049	+
64862	groupXIV	10518003	10518403	+
64863	groupXIV	10562972	10563372	+
64864	groupXIV	10585315	10585715	+
64865	groupXIV	10592570	10592970	+
64866	groupXIV	10593250	10593650	+
64867	groupXIV	10595221	10595621	+
64868	groupXIV	10596236	10596636	+
64869	groupXIV	10598135	10598535	+
64870	groupXIV	10600704	10601104	+
64871	groupXIV	10602869	10603269	+
64872	groupXIV	10603447	10603847	+
64873	groupXIV	10615987	10616387	+
64874	groupXIV	10620608	10621008	+
64875	groupXIV	10624463	10624863	+
64876	groupXIV	10625173	10625573	+
64877	groupXIV	10631217	10631617	+
64878	groupXIV	10631754	10632154	+
64879	groupXIV	10632794	10633194	+
64880	groupXIV	10634075	10634475	+
64881	groupXIV	10643056	10643456	+
64882	groupXIV	10644432	10644832	+
64883	groupXIV	10645443	10645843	+
64884	groupXIV	10649101	10649501	+
64885	groupXIV	10661216	10661616	+
64886	groupXIV	10672202	10672602	+
64887	groupXIV	10679270	10679670	+
64888	groupXIV	10681722	10682122	+
64889	groupXIV	10689929	10690329	+
64890	groupXIV	10693945	10694345	+
64891	groupXIV	10702960	10703360	+
64892	groupXIV	10705672	10706072	+
64893	groupXIV	10706870	10707270	+
64894	groupXIV	10708665	10709065	+
64895	groupXIV	10709360	10709760	+
64896	groupXIV	10710981	10711381	+
64897	groupXIV	10731890	10732290	+
64898	groupXIV	10742100	10742500	+
64899	groupXIV	10743465	10743865	+
64900	groupXIV	10745070	10745470	+
64901	groupXIV	10756422	10756822	+
64902	groupXIV	10779881	10780281	+
64903	groupXIV	10780687	10781087	+
64904	groupXIV	10782547	10782947	+
64905	groupXIV	10786632	10787032	+
64906	groupXIV	10790415	10790815	+
64907	groupXIV	10792647	10793047	+
64908	groupXIV	10793263	10793663	+
64909	groupXIV	10795079	10795479	+
64910	groupXIV	10795587	10795987	+
64911	groupXIV	10796322	10796722	+
64912	groupXIV	10798768	10799168	+
64913	groupXIV	10801508	10801908	+
64914	groupXIV	10802143	10802543	+
64915	groupXIV	10803596	10803996	+
64916	groupXIV	10805679	10806474	+
64917	groupXIV	10806978	10807378	+
64918	groupXIV	10808615	10809015	+
64919	groupXIV	10810548	10810948	+
64920	groupXIV	10813211	10813611	+
64921	groupXIV	10815071	10815471	+
64922	groupXIV	10817596	10817996	+
64923	groupXIV	10819939	10820339	+
64924	groupXIV	10821636	10822036	+
64925	groupXIV	10823611	10824011	+
64926	groupXIV	10824855	10825255	+
64927	groupXIV	10828726	10829126	+
64928	groupXIV	10833821	10834221	+
64929	groupXIV	10834657	10835057	+
64930	groupXIV	10839431	10839831	+
64931	groupXIV	10839966	10840366	+
64932	groupXIV	10842086	10842735	+
64933	groupXIV	10844819	10845219	+
64934	groupXIV	10846251	10846651	+
64935	groupXIV	10849614	10850014	+
64936	groupXIV	10853395	10853795	+
64937	groupXIV	10860315	10860715	+
64938	groupXIV	10861780	10862180	+
64939	groupXIV	10868518	10868918	+
64940	groupXIV	10869361	10869761	+
64941	groupXIV	10869767	10870167	+
64942	groupXIV	10870978	10871378	+
64943	groupXIV	10885880	10886280	+
64944	groupXIV	10891848	10892248	+
64945	groupXIV	10893140	10893540	+
64946	groupXIV	10894143	10894543	+
64947	groupXIV	10895125	10895525	+
64948	groupXIV	10899277	10899677	+
64949	groupXIV	10902859	10903259	+
64950	groupXIV	10908833	10909233	+
64951	groupXIV	10911812	10912212	+
64952	groupXIV	10921613	10922013	+
64953	groupXIV	10924526	10924926	+
64954	groupXIV	10930593	10930993	+
64955	groupXIV	10938488	10938888	+
64956	groupXIV	10939713	10940113	+
64957	groupXIV	10949413	10949813	+
64958	groupXIV	10949920	10950320	+
64959	groupXIV	10951363	10951763	+
64960	groupXIV	10951860	10952260	+
64961	groupXIV	10953241	10953641	+
64962	groupXIV	10959304	10959704	+
64963	groupXIV	10968248	10968648	+
64964	groupXIV	10975857	10976257	+
64965	groupXIV	10996188	10996588	+
64966	groupXIV	10999064	10999464	+
64967	groupXIV	11008374	11008774	+
64968	groupXIV	11015624	11016024	+
64969	groupXIV	11016485	11016885	+
64970	groupXIV	11017016	11017416	+
64971	groupXIV	11017748	11018148	+
64972	groupXIV	11019543	11019943	+
64973	groupXIV	11039510	11039910	+
64974	groupXIV	11054927	11055327	+
64975	groupXIV	11056707	11057107	+
64976	groupXIV	11057640	11058040	+
64977	groupXIV	11063846	11064246	+
64978	groupXIV	11075968	11076368	+
64979	groupXIV	11079723	11080123	+
64980	groupXIV	11081844	11082244	+
64981	groupXIV	11082280	11082680	+
64982	groupXIV	11094135	11094535	+
64983	groupXIV	11094940	11095340	+
64984	groupXIV	11099866	11100266	+
64985	groupXIV	11104289	11104689	+
64986	groupXIV	11121485	11121885	+
64987	groupXIV	11126869	11127269	+
64988	groupXIV	11132496	11132896	+
64989	groupXIV	11141905	11142305	+
64990	groupXIV	11160220	11160620	+
64991	groupXIV	11162200	11162600	+
64992	groupXIV	11164395	11164795	+
64993	groupXIV	11165561	11165961	+
64994	groupXIV	11166375	11166775	+
64995	groupXIV	11168617	11169017	+
64996	groupXIV	11169924	11170324	+
64997	groupXIV	11171287	11171687	+
64998	groupXIV	11171879	11172279	+
64999	groupXIV	11174304	11174704	+
65000	groupXIV	11175120	11175520	+
65001	groupXIV	11182638	11183038	+
65002	groupXIV	11186951	11187351	+
65003	groupXIV	11190185	11190585	+
65004	groupXIV	11190946	11191346	+
65005	groupXIV	11198279	11198679	+
65006	groupXIV	11199583	11199983	+
65007	groupXIV	11201460	11201860	+
65008	groupXIV	11203714	11204114	+
65009	groupXIV	11205315	11205715	+
65010	groupXIV	11209908	11210308	+
65011	groupXIV	11216235	11216635	+
65012	groupXIV	11217387	11217787	+
65013	groupXIV	11222219	11222619	+
65014	groupXIV	11223619	11224019	+
65015	groupXIV	11236296	11236696	+
65016	groupXIV	11237434	11237834	+
65017	groupXIV	11239268	11239668	+
65018	groupXIV	11240395	11240795	+
65019	groupXIV	11242568	11242968	+
65020	groupXIV	11243360	11243760	+
65021	groupXIV	11244165	11244565	+
65022	groupXIV	11249537	11249937	+
65023	groupXIV	11250508	11250908	+
65024	groupXIV	11252161	11252561	+
65025	groupXIV	11253054	11253454	+
65026	groupXIV	11255757	11256157	+
65027	groupXIV	11258218	11258618	+
65028	groupXIV	11262084	11262484	+
65029	groupXIV	11262667	11263067	+
65030	groupXIV	11265208	11265608	+
65031	groupXIV	11266298	11266698	+
65032	groupXIV	11275695	11276095	+
65033	groupXIV	11277872	11278272	+
65034	groupXIV	11286087	11286487	+
65035	groupXIV	11290729	11291129	+
65036	groupXIV	11292728	11293128	+
65037	groupXIV	11294623	11295023	+
65038	groupXIV	11297565	11297965	+
65039	groupXIV	11298310	11298710	+
65040	groupXIV	11299621	11300021	+
65041	groupXIV	11300785	11301185	+
65042	groupXIV	11301746	11302146	+
65043	groupXIV	11304063	11304463	+
65044	groupXIV	11304937	11305337	+
65045	groupXIV	11310797	11311197	+
65046	groupXIV	11311268	11311668	+
65047	groupXIV	11312185	11312585	+
65048	groupXIV	11314041	11314441	+
65049	groupXIV	11315299	11315699	+
65050	groupXIV	11318239	11318639	+
65051	groupXIV	11328248	11328648	+
65052	groupXIV	11330268	11330668	+
65053	groupXIV	11333542	11333942	+
65054	groupXIV	11334918	11335318	+
65055	groupXIV	11336902	11337302	+
65056	groupXIV	11338763	11339163	+
65057	groupXIV	11341129	11341529	+
65058	groupXIV	11345489	11345889	+
65059	groupXIV	11346339	11347117	+
65060	groupXIV	11349865	11350265	+
65061	groupXIV	11369238	11369638	+
65062	groupXIV	11369839	11370239	+
65063	groupXIV	11371048	11371448	+
65064	groupXIV	11371904	11372304	+
65065	groupXIV	11377159	11377559	+
65066	groupXIV	11379387	11379787	+
65067	groupXIV	11380186	11380586	+
65068	groupXIV	11381638	11382038	+
65069	groupXIV	11389914	11390314	+
65070	groupXIV	11393178	11393578	+
65071	groupXIV	11394089	11394489	+
65072	groupXIV	11395787	11396187	+
65073	groupXIV	11396499	11396899	+
65074	groupXIV	11399546	11399946	+
65075	groupXIV	11402884	11403284	+
65076	groupXIV	11403854	11404254	+
65077	groupXIV	11405068	11405468	+
65078	groupXIV	11409520	11409920	+
65079	groupXIV	11416384	11416784	+
65080	groupXIV	11423491	11423891	+
65081	groupXIV	11424526	11424926	+
65082	groupXIV	11432626	11433026	+
65083	groupXIV	11435035	11435435	+
65084	groupXIV	11439292	11439692	+
65085	groupXIV	11441886	11442286	+
65086	groupXIV	11442849	11443249	+
65087	groupXIV	11447115	11447515	+
65088	groupXIV	11448718	11449118	+
65089	groupXIV	11449325	11449725	+
65090	groupXIV	11451077	11451477	+
65091	groupXIV	11454423	11454823	+
65092	groupXIV	11455713	11456113	+
65093	groupXIV	11457288	11457688	+
65094	groupXIV	11471645	11472045	+
65095	groupXIV	11472961	11473361	+
65096	groupXIV	11474271	11474671	+
65097	groupXIV	11476757	11477157	+
65098	groupXIV	11477928	11478328	+
65099	groupXIV	11493161	11493561	+
65100	groupXIV	11496580	11496980	+
65101	groupXIV	11504674	11505074	+
65102	groupXIV	11506612	11507012	+
65103	groupXIV	11508695	11509095	+
65104	groupXIV	11515724	11516124	+
65105	groupXIV	11516236	11516636	+
65106	groupXIV	11525154	11525554	+
65107	groupXIV	11527629	11528029	+
65108	groupXIV	11528684	11529084	+
65109	groupXIV	11530727	11531127	+
65110	groupXIV	11531665	11532065	+
65111	groupXIV	11532675	11533075	+
65112	groupXIV	11543009	11543409	+
65113	groupXIV	11545177	11545577	+
65114	groupXIV	11549817	11550217	+
65115	groupXIV	11551004	11551404	+
65116	groupXIV	11551524	11551924	+
65117	groupXIV	11553107	11553507	+
65118	groupXIV	11554755	11555155	+
65119	groupXIV	11556076	11556476	+
65120	groupXIV	11557222	11557622	+
65121	groupXIV	11558252	11558652	+
65122	groupXIV	11559888	11560288	+
65123	groupXIV	11560591	11560991	+
65124	groupXIV	11564426	11564826	+
65125	groupXIV	11566103	11566503	+
65126	groupXIV	11570550	11570950	+
65127	groupXIV	11572146	11572546	+
65128	groupXIV	11573837	11574237	+
65129	groupXIV	11575376	11575776	+
65130	groupXIV	11576520	11576920	+
65131	groupXIV	11578023	11578423	+
65132	groupXIV	11580617	11581017	+
65133	groupXIV	11581527	11581927	+
65134	groupXIV	11583534	11583934	+
65135	groupXIV	11584076	11584476	+
65136	groupXIV	11587117	11587517	+
65137	groupXIV	11588136	11588536	+
65138	groupXIV	11589539	11589939	+
65139	groupXIV	11590698	11591098	+
65140	groupXIV	11591873	11592273	+
65141	groupXIV	11597523	11597923	+
65142	groupXIV	11599047	11599447	+
65143	groupXIV	11602177	11602577	+
65144	groupXIV	11604072	11604472	+
65145	groupXIV	11616589	11616989	+
65146	groupXIV	11618359	11618759	+
65147	groupXIV	11621617	11622017	+
65148	groupXIV	11623492	11623892	+
65149	groupXIV	11628283	11628683	+
65150	groupXIV	11637158	11637558	+
65151	groupXIV	11649762	11650162	+
65152	groupXIV	11657334	11657734	+
65153	groupXIV	11660581	11660981	+
65154	groupXIV	11677262	11677662	+
65155	groupXIV	11679341	11679741	+
65156	groupXIV	11693814	11694214	+
65157	groupXIV	11700113	11700513	+
65158	groupXIV	11702369	11702769	+
65159	groupXIV	11704604	11705004	+
65160	groupXIV	11709134	11709534	+
65161	groupXIV	11713127	11713527	+
65162	groupXIV	11740283	11740683	+
65163	groupXIV	11769208	11769608	+
65164	groupXIV	11773042	11773442	+
65165	groupXIV	11776849	11777249	+
65166	groupXIV	11777687	11778087	+
65167	groupXIV	11778430	11778830	+
65168	groupXIV	11786341	11786741	+
65169	groupXIV	11830054	11830454	+
65170	groupXIV	11842281	11842681	+
65171	groupXIV	11852375	11852775	+
65172	groupXIV	11853245	11853645	+
65173	groupXIV	11854303	11854703	+
65174	groupXIV	11854963	11855363	+
65175	groupXIV	11855818	11856218	+
65176	groupXIV	11858276	11858676	+
65177	groupXIV	11859746	11860146	+
65178	groupXIV	11866703	11867103	+
65179	groupXIV	11867414	11867814	+
65180	groupXIV	11869384	11869784	+
65181	groupXIV	11870425	11870825	+
65182	groupXIV	11888992	11889392	+
65183	groupXIV	11891504	11891904	+
65184	groupXIV	11893307	11893707	+
65185	groupXIV	11895060	11895460	+
65186	groupXIV	11897201	11897601	+
65187	groupXIV	11897948	11898348	+
65188	groupXIV	11898661	11899061	+
65189	groupXIV	11899162	11899562	+
65190	groupXIV	11899827	11900227	+
65191	groupXIV	11907346	11907746	+
65192	groupXIV	11908968	11909368	+
65193	groupXIV	11911626	11912026	+
65194	groupXIV	11917583	11917983	+
65195	groupXIV	11920144	11920544	+
65196	groupXIV	11921289	11921689	+
65197	groupXIV	11922257	11922657	+
65198	groupXIV	11922961	11923361	+
65199	groupXIV	11923899	11924299	+
65200	groupXIV	11930187	11930587	+
65201	groupXIV	11931326	11931726	+
65202	groupXIV	11937492	11937892	+
65203	groupXIV	11943319	11943719	+
65204	groupXIV	11944841	11945241	+
65205	groupXIV	11946387	11946787	+
65206	groupXIV	11947709	11948109	+
65207	groupXIV	11949199	11949599	+
65208	groupXIV	11957330	11957730	+
65209	groupXIV	11958137	11958537	+
65210	groupXIV	11964429	11964829	+
65211	groupXIV	11967003	11967403	+
